alert_key,probability
368416,0.9997403271877434
377349,0.9994806543754868
377202,0.9992209815632304
378401,0.9989613087509738
364633,0.9987016359387172
353084,0.9984419631264606
376670,0.9981822903142041
373932,0.9979226175019476
368077,0.997662944689691
369612,0.9974032718774344
368729,0.9971435990651779
358968,0.9968839262529213
363346,0.9966242534406647
378018,0.9963645806284082
358453,0.9961049078161517
378427,0.9958452350038951
374783,0.9955855621916385
377898,0.9953258893793819
357221,0.9950662165671255
378409,0.9948065437548689
369599,0.9945468709426123
372232,0.9942871981303557
361617,0.9940275253180992
372110,0.9937678525058427
369183,0.9935081796935861
363774,0.9932485068813295
368222,0.992988834069073
373477,0.9927291612568164
369302,0.9924694884445598
354047,0.9922098156323033
359785,0.9919501428200468
356249,0.9916904700077902
371773,0.9914307971955336
361012,0.991171124383277
376995,0.9909114515710206
352859,0.990651778758764
369944,0.9903921059465074
371813,0.9901324331342508
372812,0.9898727603219943
368043,0.9896130875097378
369818,0.9893534146974812
377796,0.9890937418852246
371751,0.9888340690729681
365771,0.9885743962607115
363033,0.988314723448455
369546,0.9880550506361984
367192,0.9877953778239418
370164,0.9875357050116853
355751,0.9872760321994287
367425,0.9870163593871721
370518,0.9867566865749156
371404,0.9864970137626591
363168,0.9862373409504025
373958,0.9859776681381459
364033,0.9857179953258893
364631,0.9854583225136329
367568,0.9851986497013763
359130,0.9849389768891197
367223,0.9846793040768631
361295,0.9844196312646066
368658,0.98415995845235
374107,0.9839002856400935
372558,0.9836406128278369
368265,0.9833809400155804
354246,0.9831212672033238
373673,0.9828615943910672
365189,0.9826019215788107
377455,0.9823422487665542
358616,0.9820825759542976
361128,0.981822903142041
367590,0.9815632303297844
378054,0.981303557517528
377353,0.9810438847052714
375605,0.9807842118930148
369274,0.9805245390807582
371795,0.9802648662685017
366804,0.9800051934562451
363757,0.9797455206439886
364452,0.979485847831732
368437,0.9792261750194755
360090,0.9789665022072189
372794,0.9787068293949623
377350,0.9784471565827058
368676,0.9781874837704493
372358,0.9779278109581927
361166,0.9776681381459361
368098,0.9774084653336795
353566,0.9771487925214231
364695,0.9768891197091665
359536,0.9766294468969099
372958,0.9763697740846533
369956,0.9761101012723968
361569,0.9758504284601403
370724,0.9755907556478837
377432,0.9753310828356271
377358,0.9750714100233705
377638,0.974811737211114
375051,0.9745520643988574
367692,0.9742923915866009
356602,0.9740327187743443
367930,0.9737730459620878
372563,0.9735133731498312
355724,0.9732537003375746
356749,0.972994027525318
358721,0.9727343547130616
367727,0.972474681900805
369993,0.9722150090885484
366624,0.9719553362762918
368677,0.9716956634640354
365244,0.9714359906517788
368291,0.9711763178395222
369448,0.9709166450272656
363896,0.9706569722150091
377467,0.9703972994027525
374127,0.970137626590496
371089,0.9698779537782394
371643,0.9696182809659829
374906,0.9693586081537263
371280,0.9690989353414697
360839,0.9688392625292132
358254,0.9685795897169567
377640,0.9683199169047001
368418,0.9680602440924435
377194,0.9678005712801869
356628,0.9675408984679305
376123,0.9672812256556739
367847,0.9670215528434173
376999,0.9667618800311607
360645,0.9665022072189042
362848,0.9662425344066476
375784,0.9659828615943911
377482,0.9657231887821345
367191,0.965463515969878
358846,0.9652038431576214
368432,0.9649441703453648
358281,0.9646844975331083
378083,0.9644248247208518
367553,0.9641651519085952
372546,0.9639054790963386
376644,0.963645806284082
377476,0.9633861334718254
359384,0.963126460659569
364031,0.9628667878473124
368839,0.9626071150350558
370209,0.9623474422227992
353872,0.9620877694105427
378101,0.9618280965982862
355201,0.9615684237860296
368901,0.961308750973773
354804,0.9610490781615165
377362,0.9607894053492599
377338,0.9605297325370034
368383,0.9602700597247468
378414,0.9600103869124903
376110,0.9597507141002337
366888,0.9594910412879771
378249,0.9592313684757205
375778,0.9589716956634641
368425,0.9587120228512075
377489,0.9584523500389509
377183,0.9581926772266943
378071,0.9579330044144378
362715,0.9576733316021813
375166,0.9574136587899247
377601,0.9571539859776681
358036,0.9568943131654116
368053,0.956634640353155
373106,0.9563749675408985
362586,0.9561152947286419
373652,0.9558556219163854
374259,0.9555959491041288
364478,0.9553362762918722
358479,0.9550766034796156
374581,0.9548169306673592
355759,0.9545572578551026
360521,0.954297585042846
375442,0.9540379122305894
354428,0.953778239418333
378428,0.9535185666060764
364332,0.9532588937938198
